x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.40732723474502563,0.7259061336517334,2.3690313355473336e-07,0.454816997051239,0.7181200385093689,-0.012061852030456066,0.49333396553993225,0.6733233332633972,-0.018323615193367004,0.5093085765838623,0.6196927428245544,-0.021804694086313248,0.5134811997413635,0.5767683982849121,-0.02602269873023033,0.503810703754425,0.6520033478736877,-0.03215162456035614,0.5330350995063782,0.5767910480499268,-0.04787570610642433,0.5423985719680786,0.5218870043754578,-0.05598432943224907,0.544499933719635,0.4793316125869751,-0.06008826568722725,0.47894805669784546,0.6292145252227783,-0.03181258961558342,0.5058428645133972,0.5483318567276001,-0.04752011597156525,0.5166698098182678,0.4930401146411896,-0.05609389767050743,0.5212063789367676,0.4538879990577698,-0.06073334068059921,0.45031338930130005,0.6124882102012634,-0.0312034972012043,0.4728435277938843,0.539620578289032,-0.04418382793664932,0.4819539487361908,0.48659810423851013,-0.05156383663415909,0.4848276376724243,0.4489836096763611,-0.054869286715984344,0.4203893542289734,0.6001051664352417,-0.030608152970671654,0.4386202096939087,0.542168378829956,-0.042192522436380386,0.448455274105072,0.5021520256996155,-0.04704657942056656,0.4548165202140808,0.47178030014038086,-0.04834724962711334,a
0.3110814690589905,0.7802148461341858,2.953030104890786e-07,0.37975412607192993,0.735206663608551,-0.009750263765454292,0.43905091285705566,0.6606997847557068,-0.006584384944289923,0.4727553725242615,0.5981059074401855,-0.007457406260073185,0.48739612102508545,0.5434349775314331,-0.009238791652023792,0.4028811752796173,0.5848777294158936,0.026528561487793922,0.4273381531238556,0.5269564390182495,0.016730424016714096,0.4433172941207886,0.5175354480743408,0.006320908199995756,0.453784704208374,0.5237687230110168,0.0008822258678264916,0.3576192259788513,0.5680748224258423,0.023706404492259026,0.37904176115989685,0.5040085911750793,0.007992714643478394,0.3868131637573242,0.5417612791061401,-0.004955271724611521,0.386945515871048,0.5850003957748413,-0.00843905285000801,0.30855515599250793,0.5627835392951965,0.01664157211780548,0.3291543126106262,0.5024792551994324,-0.00418581860139966,0.3375714421272278,0.5543654561042786,-0.004710023291409016,0.33551862835884094,0.606977641582489,0.002143764402717352,0.2562698721885681,0.5693694353103638,0.008543584495782852,0.2710097134113312,0.5041182041168213,-0.007408615667372942,0.2878415584564209,0.5318658351898193,-0.003878844203427434,0.2969222962856293,0.5701519846916199,0.004110164474695921,a
0.3263702690601349,0.7716825008392334,-2.1593160681732115e-07,0.3903334140777588,0.751282274723053,-0.029334694147109985,0.45827344059944153,0.6674888730049133,-0.036544617265462875,0.49747878313064575,0.5922614336013794,-0.04396600276231766,0.5018460750579834,0.5197425484657288,-0.04715285450220108,0.43014875054359436,0.5483064651489258,-0.0004947954439558089,0.46178096532821655,0.493268758058548,-0.03724958747625351,0.45991337299346924,0.5619816184043884,-0.05871770158410072,0.4461471438407898,0.6188429594039917,-0.06426699459552765,0.3828698992729187,0.535305380821228,0.0012875066604465246,0.41119396686553955,0.47863197326660156,-0.034917205572128296,0.4110294282436371,0.5641841888427734,-0.04740401729941368,0.400171160697937,0.622714638710022,-0.044819701462984085,0.33024632930755615,0.539152979850769,-0.004445276688784361,0.3547074794769287,0.49018681049346924,-0.04253113269805908,0.3618166744709015,0.5720010995864868,-0.036390386521816254,0.354953408241272,0.6259570717811584,-0.019898060709238052,0.27215713262557983,0.5549213290214539,-0.0125776631757617,0.29202407598495483,0.503596842288971,-0.03952149674296379,0.31183061003685,0.5587350726127625,-0.03059583343565464,0.3154961168766022,0.6025688648223877,-0.014408458024263382,a
0.3283752202987671,0.7936217784881592,-3.24593173672838e-07,0.3911159038543701,0.7649730443954468,-0.027147740125656128,0.4599423408508301,0.671829879283905,-0.03397677093744278,0.49600106477737427,0.5953354835510254,-0.04121112450957298,0.5052651762962341,0.5312649011611938,-0.042867109179496765,0.4375469982624054,0.5640956163406372,-0.005167818628251553,0.4653136730194092,0.4946892559528351,-0.04338810592889786,0.4624651074409485,0.5655160546302795,-0.06380738317966461,0.4530266523361206,0.6154596209526062,-0.06928305327892303,0.38852766156196594,0.5517715215682983,-0.0055956365540623665,0.41521409153938293,0.48016592860221863,-0.044618427753448486,0.4149990975856781,0.5656952857971191,-0.056215550750494,0.4064178764820099,0.6168704628944397,-0.05318014696240425,0.3363213539123535,0.5551837682723999,-0.01314663514494896,0.3545595109462738,0.4956861436367035,-0.05125515162944794,0.36345386505126953,0.5743077993392944,-0.04525594040751457,0.3600465953350067,0.6237696409225464,-0.029729977250099182,0.2787667214870453,0.5673025846481323,-0.023140303790569305,0.2931433618068695,0.5101845264434814,-0.046833813190460205,0.3140758275985718,0.5551733374595642,-0.038884006440639496,0.3231126666069031,0.5920986533164978,-0.025137444958090782,a
0.3299975097179413,0.7953280210494995,-4.162464222190465e-07,0.3969675898551941,0.7696247100830078,-0.030823079869151115,0.46933433413505554,0.677320122718811,-0.040298379957675934,0.5064496994018555,0.5918593406677246,-0.04917275160551071,0.5047798156738281,0.5167827606201172,-0.05231285095214844,0.44242966175079346,0.5574376583099365,-0.012841569259762764,0.46874377131462097,0.48836222290992737,-0.05436426401138306,0.4637320041656494,0.5736715793609619,-0.0744372010231018,0.4525291621685028,0.6210206151008606,-0.07949534058570862,0.39370405673980713,0.5479938983917236,-0.012663772329688072,0.41865018010139465,0.47915127873420715,-0.054920535534620285,0.41423243284225464,0.5791811943054199,-0.0626412034034729,0.4001736044883728,0.6214959025382996,-0.056597523391246796,0.34181809425354004,0.5519593954086304,-0.019828109070658684,0.3631790578365326,0.49642857909202576,-0.06295369565486908,0.36650240421295166,0.5937560796737671,-0.049312740564346313,0.3564243018627167,0.636135995388031,-0.02751006744801998,0.2839474081993103,0.5626478791236877,-0.029498053714632988,0.30779320001602173,0.5097376108169556,-0.055480483919382095,0.3237242102622986,0.5767427682876587,-0.04097898676991463,0.32342129945755005,0.6163130402565002,-0.021749241277575493,a
0.33699262142181396,0.8028104901313782,-3.396078511741507e-07,0.4069465696811676,0.7637406587600708,-0.02527497708797455,0.4753674268722534,0.6758291721343994,-0.033635105937719345,0.5149713754653931,0.5956909656524658,-0.043052107095718384,0.5138443112373352,0.5207306146621704,-0.04735899344086647,0.44460785388946533,0.5605718493461609,-0.007765498943626881,0.47492319345474243,0.4894615411758423,-0.04289896786212921,0.4744769334793091,0.5704017877578735,-0.06072584167122841,0.46465346217155457,0.6117236018180847,-0.06637588143348694,0.39907118678092957,0.5519295334815979,-0.010350506752729416,0.4268398582935333,0.4802321493625641,-0.04595126584172249,0.4299919605255127,0.5721210241317749,-0.05417433753609657,0.4190140962600708,0.6142033934593201,-0.05110109969973564,0.34835079312324524,0.5559601783752441,-0.01930839568376541,0.37316271662712097,0.4954594373703003,-0.0560503788292408,0.38447290658950806,0.5846445560455322,-0.044947315007448196,0.3777177631855011,0.6297392845153809,-0.027283094823360443,0.29119977355003357,0.5672874450683594,-0.030541764572262764,0.3186808228492737,0.5094730257987976,-0.053797055035829544,0.3417406380176544,0.5685089826583862,-0.04099582880735397,0.3444400429725647,0.6114299893379211,-0.02422080747783184,a
0.33692339062690735,0.7974857687950134,-4.436682559116889e-07,0.40751391649246216,0.7654789090156555,-0.025106577202677727,0.47896677255630493,0.6757229566574097,-0.0339522548019886,0.5187597274780273,0.5945091247558594,-0.04387466982007027,0.5168739557266235,0.5181358456611633,-0.047597311437129974,0.45172375440597534,0.5586320757865906,-0.007449656259268522,0.4851404130458832,0.4831245541572571,-0.04890953376889229,0.4821634888648987,0.5726780891418457,-0.06746338307857513,0.466879665851593,0.6210168600082397,-0.07110747694969177,0.4055679738521576,0.5499334335327148,-0.011544289067387581,0.43875592947006226,0.4760836362838745,-0.052199359983205795,0.43497025966644287,0.5814858675003052,-0.05829305574297905,0.4156114459037781,0.6204208135604858,-0.05168640986084938,0.3542143702507019,0.55377197265625,-0.022836046293377876,0.38669270277023315,0.492975115776062,-0.06556563079357147,0.3878839313983917,0.59471195936203,-0.04886223003268242,0.37070274353027344,0.633133053779602,-0.025386705994606018,0.2950526773929596,0.5641002655029297,-0.03621654957532883,0.3286403715610504,0.5050392150878906,-0.061024777591228485,0.34423956274986267,0.5752652287483215,-0.04251094534993172,0.3381384313106537,0.6149689555168152,-0.020828034728765488,a
0.34021225571632385,0.8003195524215698,-3.9215879610310367e-07,0.4109114706516266,0.7619978785514832,-0.024347394704818726,0.4819420278072357,0.6777486801147461,-0.03411109000444412,0.5221530199050903,0.5981399416923523,-0.046056803315877914,0.5221900939941406,0.5203818678855896,-0.052507877349853516,0.4553506374359131,0.5590552091598511,-0.005645453464239836,0.4894423484802246,0.4819120466709137,-0.04793296009302139,0.48633867502212524,0.5651158690452576,-0.06986621767282486,0.47450947761535645,0.6189991235733032,-0.07605180144309998,0.41239163279533386,0.5484037399291992,-0.010765450075268745,0.4543076157569885,0.4754895865917206,-0.052027907222509384,0.4475470185279846,0.5725530385971069,-0.06184888631105423,0.42661815881729126,0.6176018118858337,-0.05830489099025726,0.36272576451301575,0.5506771802902222,-0.023073220625519753,0.4003026783466339,0.4815710186958313,-0.06453627347946167,0.39954227209091187,0.5778273940086365,-0.05018375813961029,0.38160446286201477,0.6272026300430298,-0.028713293373584747,0.3032383918762207,0.5616791248321533,-0.03780578449368477,0.3365086019039154,0.49644047021865845,-0.06343743205070496,0.3527725636959076,0.5605877041816711,-0.047416575253009796,0.3482914865016937,0.6062147617340088,-0.027398033067584038,a
0.34328725934028625,0.7989202737808228,-4.520267964380764e-07,0.4135528802871704,0.7623608708381653,-0.02431413345038891,0.48417383432388306,0.671874463558197,-0.032552897930145264,0.5256739258766174,0.5905534029006958,-0.04245084896683693,0.5313286185264587,0.5158936977386475,-0.046232808381319046,0.45967423915863037,0.552341878414154,-0.0071302480064332485,0.4949619174003601,0.4834234118461609,-0.04590168967843056,0.4882500171661377,0.5706331729888916,-0.062271278351545334,0.473001092672348,0.6138643026351929,-0.06566910445690155,0.41541916131973267,0.5431973934173584,-0.011999191716313362,0.4518429636955261,0.47358837723731995,-0.051721714437007904,0.44398772716522217,0.5753653049468994,-0.056853037327528,0.4236939549446106,0.6144699454307556,-0.05004694312810898,0.36510276794433594,0.5459673404693604,-0.023979071527719498,0.39798703789711,0.48810112476348877,-0.06540375202894211,0.3961700201034546,0.5860650539398193,-0.04947000369429588,0.37862908840179443,0.6270461082458496,-0.026864301413297653,0.3064820170402527,0.5551480650901794,-0.03817335143685341,0.3373313546180725,0.4946976900100708,-0.06215197220444679,0.35324323177337646,0.5585108399391174,-0.04528510197997093,0.35002875328063965,0.5990321636199951,-0.025095533579587936,a
0.35056427121162415,0.8013826608657837,-3.814168394455919e-07,0.4244183897972107,0.7527877688407898,-0.019001545384526253,0.4904463291168213,0.6654611825942993,-0.025832749903202057,0.5286359786987305,0.5884261727333069,-0.036663349717855453,0.5337371230125427,0.5148505568504333,-0.042460739612579346,0.46351444721221924,0.5516589283943176,0.00686242850497365,0.4953479766845703,0.47978052496910095,-0.032053619623184204,0.4921761453151703,0.5585074424743652,-0.05326040834188461,0.48073074221611023,0.60579514503479,-0.05952359735965729,0.4196655750274658,0.5433043241500854,0.00022114423336461186,0.4513317346572876,0.47315356135368347,-0.039257172495126724,0.4460618495941162,0.5670685172080994,-0.04987802356481552,0.43028879165649414,0.6147043704986572,-0.04635337367653847,0.36971768736839294,0.5457980632781982,-0.013727236539125443,0.4010237753391266,0.4853714406490326,-0.05402573198080063,0.4017240107059479,0.5772719383239746,-0.04347958788275719,0.3881954252719879,0.6270448565483093,-0.023775100708007812,0.312052845954895,0.5557506680488586,-0.029772453010082245,0.33902162313461304,0.49404218792915344,-0.053728774189949036,0.3587278723716736,0.5520848035812378,-0.040654897689819336,0.36131393909454346,0.5971814393997192,-0.022369716316461563,a
